,state,distnum,distid,party,partname,yearel,origvote,totvote,highestvote,sechighestvote,uniqid,officeexp,share,w_share,inc,next,next_tv
17336,71,1,462,100,D,1976,160477.0,217016.0,160477.0,56539.0,14655,9,0.7394708224278395,0.7394708224278395,1,0.5935240878128379,125122.0
17338,71,1,462,100,D,1978,125122.0,210812.0,125122.0,85690.0,14655,10,0.5935240878128379,0.5935240878128379,1,0.6226117364395792,157037.0
17344,71,1,462,100,D,1984,157037.0,328808.0,157037.0,95186.0,3966,1,0.6226117364395792,0.6226117364395792,1,0.71737708322517,138174.0
17346,71,1,462,100,D,1986,138174.0,204759.0,138174.0,54436.0,3966,2,0.71737708322517,0.71737708322517,1,0.6888458819675523,159815.0
17348,71,1,462,100,D,1988,159815.0,254154.0,159815.0,72189.0,3966,3,0.6888458819675523,0.6888458819675523,1,0.4672137277091736,93717.0
17354,71,1,462,100,D,1994,93717.0,200587.0,106870.0,93717.0,12206,1,0.4672137277091736,0.5327862722908264,0,0.46681981960196356,96522.0
17360,71,2,463,100,D,1958,90850.0,149049.0,90850.0,58199.0,14655,0,0.6095310938013674,0.6095310938013674,1,0.6462907676417843,125774.0
17366,71,2,463,100,D,1964,125774.0,194609.0,125774.0,68835.0,14655,3,0.6462907676417843,0.6462907676417843,1,0.7092829560081775,131145.0
17368,71,2,463,100,D,1966,131145.0,184898.0,131145.0,53753.0,14655,4,0.7092829560081775,0.7092829560081775,1,0.6179267643786581,127744.0
17370,71,2,463,100,D,1968,127744.0,210304.0,127744.0,78986.0,14655,5,0.6179267643786581,0.6179267643786581,1,0.44601267028949937,77232.0
17376,71,2,463,100,D,1974,77232.0,180905.0,95929.0,77232.0,15744,0,0.44601267028949937,0.5539873297105007,0,0.4227556765451958,88829.0
17378,71,2,463,100,D,1976,88829.0,216563.0,121290.0,88829.0,15744,0,0.4227556765451958,0.5772443234548041,0,0.4655892941357751,99712.0
17380,71,2,463,100,D,1978,99712.0,220260.0,114451.0,99712.0,3942,0,0.4655892941357751,0.5344107058642249,0,0.30547725760705907,69793.0
17386,71,2,463,100,D,1984,69793.0,228472.0,158679.0,69793.0,6941,0,0.30547725760705907,0.694522742392941,0,0.40465393794749405,74602.0
17388,71,2,463,100,D,1986,74602.0,188414.0,109758.0,74602.0,27944,0,0.40465393794749405,0.595346062052506,0,0.39586610922302673,91088.0
17390,71,2,463,100,D,1988,91088.0,236351.0,139010.0,91088.0,19138,0,0.39586610922302673,0.6041338907769733,0,0.28871186598081755,55959.0
17396,71,2,463,100,D,1994,55959.0,214860.0,137864.0,55959.0,14321,0,0.28871186598081755,0.7112881340191824,0,0.35683978802915045,80401.0
17404,71,3,464,100,D,1956,132930.0,193819.0,132930.0,60889.0,20075,2,0.6858460728824316,0.6858460728824316,1,0.7430879376599292,166688.0
17409,71,3,464,100,D,1964,166688.0,224318.0,166688.0,57630.0,20075,6,0.7430879376599292,0.7430879376599292,1,0.6746185813771591,143177.0
17411,71,3,464,100,D,1966,143177.0,212234.0,143177.0,69057.0,20075,7,0.6746185813771591,0.6746185813771591,1,0.5726208304243787,107446.0
17413,71,3,464,100,D,1968,107446.0,191873.0,107446.0,80193.0,20075,8,0.5726208304243787,0.5726208304243787,1,0.7233455338000307,122134.0
17419,71,3,464,100,D,1974,122134.0,168846.0,122134.0,46712.0,20075,11,0.7233455338000307,0.7233455338000307,1,0.7285696414982226,139779.0
17421,71,3,464,100,D,1976,139779.0,191854.0,139779.0,52075.0,20075,12,0.7285696414982226,0.7285696414982226,1,0.5343564401553395,105537.0
17423,71,3,464,100,D,1978,105537.0,197503.0,105537.0,91966.0,18057,0,0.5343564401553395,0.5343564401553395,1,0.7594676849751644,158709.0
17429,71,3,464,100,D,1986,158709.0,208974.0,158709.0,50265.0,18057,4,0.7594676849751644,0.7594676849751644,1,0.7117695894726225,183470.0
17431,71,3,464,100,D,1988,183470.0,257766.0,183470.0,74296.0,18057,5,0.7117695894726225,0.7117695894726225,1,0.5190556889076592,97093.0
17437,71,3,464,100,D,1994,97093.0,195157.0,97093.0,89964.0,9592,8,0.5190556889076592,0.5190556889076592,1,0.5656086597997112,118663.0
17444,71,4,465,100,D,1948,73704.0,144528.0,73704.0,68875.0,12754,1,0.5169344714158467,0.5169344714158467,1,0.3746314144492607,52980.0
17450,71,4,465,100,D,1954,52980.0,144406.0,88439.0,52980.0,21259,0,0.3746314144492607,0.6253685855507393,0,0.38073956442831214,67132.0
17452,71,4,465,100,D,1956,67132.0,176320.0,109188.0,67132.0,22731,0,0.38073956442831214,0.6192604355716879,0,0.40029932105224736,65798.0
17454,71,4,465,100,D,1958,65798.0,164372.0,98574.0,65798.0,6465,0,0.40029932105224736,0.5997006789477527,0,0.7192423947370649,84949.0
17460,71,4,465,100,D,1964,84949.0,118109.0,84949.0,33160.0,16606,1,0.7192423947370649,0.7192423947370649,1,0.5945274284864236,67942.0
17462,71,4,465,100,D,1966,67942.0,114279.0,67942.0,46337.0,16606,2,0.5945274284864236,0.5945274284864236,1,0.5727704304389549,90126.0
17464,71,4,465,100,D,1968,90126.0,162021.0,90126.0,67225.0,16606,3,0.5727704304389549,0.5727704304389549,1,0.5021551010679502,75844.0
17471,71,4,465,100,D,1976,75844.0,162368.0,75844.0,75193.0,16606,7,0.5021551010679502,0.5021551010679502,1,0.5537265689571411,87764.0
17473,71,4,465,100,D,1978,87764.0,158497.0,87764.0,70733.0,9592,0,0.5537265689571411,0.5537265689571411,1,0.6258791044919714,130109.0
17479,71,4,465,100,D,1984,130109.0,211921.0,130109.0,77773.0,9592,3,0.6258791044919714,0.6258791044919714,1,0.7015959772627897,128364.0
17481,71,4,465,100,D,1986,128364.0,182960.0,128364.0,54596.0,9592,4,0.7015959772627897,0.7015959772627897,1,0.9931209883851588,181184.0
17483,71,4,465,100,D,1988,181184.0,182500.0,181184.0,1255.0,9592,5,0.9931209883851588,0.9931209883851588,1,0.3627534173697794,82505.0
17488,71,4,465,100,D,1994,82505.0,236323.0,144936.0,82505.0,13354,0,0.3627534173697794,0.6372465826302206,0,0.3738530359242126,97948.0
17499,71,5,466,100,D,1966,56476.0,79254.0,56476.0,22778.0,4986,1,0.7125949478890655,0.7125949478890655,1,0.7542571399275951,95630.0
17501,71,5,466,100,D,1968,95630.0,131394.0,95630.0,31157.0,4986,2,0.7542571399275951,0.7542571399275951,1,0.6123926355014017,88909.0
17507,71,5,466,100,D,1974,88909.0,149216.0,88909.0,56274.0,4998,0,0.6123926355014017,0.6123926355014017,1,0.6184412890303659,103746.0
17509,71,5,466,100,D,1976,103746.0,167754.0,103746.0,64008.0,4998,1,0.6184412890303659,0.6184412890303659,1,0.668431569061261,106046.0
17511,71,5,466,100,D,1978,106046.0,158649.0,106046.0,52603.0,4998,2,0.668431569061261,0.668431569061261,1,0.7525616575621424,139692.0
17517,71,5,466,100,D,1984,139692.0,193204.0,139692.0,45930.0,4980,1,0.7525616575621424,0.7525616575621424,1,0.7729497817006559,122688.0
17519,71,5,466,100,D,1986,122688.0,163214.0,122688.0,36039.0,4980,2,0.7729497817006559,0.7729497817006559,1,0.7985193335805097,133530.0
17521,71,5,466,100,D,1988,133530.0,174758.0,133530.0,33692.0,21841,0,0.7985193335805097,0.7985193335805097,1,0.7026923746958365,125042.0
17527,71,5,466,100,D,1994,125042.0,182596.0,125042.0,52905.0,18057,8,0.7026923746958365,0.7026923746958365,1,0.7292874748156557,142618.0
17535,71,6,467,100,D,1954,69776.0,142112.0,72336.0,69776.0,6567,1,0.4909930195901824,0.5090069804098176,0,0.4626513765464367,84965.0
17537,71,6,467,100,D,1956,84965.0,183648.0,98683.0,84965.0,22790,0,0.4626513765464367,0.5373486234535634,0,0.4904405012619528,89192.0
17539,71,6,467,100,D,1958,89192.0,181861.0,92669.0,89192.0,14526,0,0.4904405012619528,0.5095594987380472,0,0.36353615185853777,71894.0
17545,71,6,467,100,D,1964,71894.0,197763.0,125869.0,71894.0,21377,0,0.36353615185853777,0.6364638481414623,0,0.23415790082071436,40514.0
17547,71,6,467,100,D,1966,40514.0,173020.0,132506.0,40514.0,11801,0,0.23415790082071436,0.7658420991792856,0,0.2662994996703254,54928.0
17549,71,6,467,100,D,1968,54928.0,206264.0,151336.0,54928.0,8610,0,0.2662994996703254,0.7337005003296746,0,0.7654770835566035,85712.0
17555,71,6,467,100,D,1974,85712.0,120216.0,85712.0,26260.0,4986,5,0.7654770835566035,0.7654770835566035,1,0.7098201096412041,86493.0
17557,71,6,467,100,D,1976,86493.0,130916.0,86493.0,35359.0,4986,6,0.7098201096412041,0.7098201096412041,1,0.7093638350272296,81801.0
17559,71,6,467,100,D,1978,81801.0,119768.0,81801.0,33515.0,4986,7,0.7093638350272296,0.7093638350272296,1,0.7385405472431181,142946.0
17576,71,7,468,100,D,1946,47988.0,109496.0,61508.0,47988.0,18524,0,0.43826258493460946,0.5617374150653905,0,0.46990652659442467,56807.0
17581,71,7,468,100,D,1954,56807.0,120890.0,64083.0,56807.0,7098,0,0.46990652659442467,0.5300934734055753,0,0.4721922940575409,67931.0
17583,71,7,468,100,D,1956,67931.0,143863.0,75932.0,67931.0,7104,0,0.4721922940575409,0.5278077059424592,0,0.5094169916801712,65699.0
17585,71,7,468,100,D,1958,65699.0,128969.0,65699.0,63270.0,6332,0,0.5094169916801712,0.5094169916801712,1,0.6613163276006712,100901.0
17591,71,7,468,100,D,1964,100901.0,152576.0,100901.0,51675.0,6332,3,0.6613163276006712,0.6613163276006712,1,0.6441361571301376,84644.0
17593,71,7,468,100,D,1966,84644.0,131407.0,84644.0,46763.0,6332,4,0.6441361571301376,0.6441361571301376,1,0.6796725044014668,102689.0
17595,71,7,468,100,D,1968,102689.0,163365.0,102689.0,48397.0,6332,5,0.6796725044014668,0.6796725044014668,1,0.5559951532678623,83054.0
17601,71,7,468,100,D,1974,83054.0,149379.0,83054.0,66325.0,19358,13,0.5559951532678623,0.5559951532678623,1,0.7622779600574311,147064.0
17603,71,7,468,100,D,1976,147064.0,196816.0,147064.0,45863.0,19358,14,0.7622779600574311,0.7622779600574311,1,0.6528022475120232,109676.0
17605,71,7,468,100,D,1978,109676.0,172865.0,109676.0,58332.0,19358,15,0.6528022475120232,0.6528022475120232,1,0.6671386609690212,158306.0
17611,71,7,468,100,D,1984,158306.0,237291.0,158306.0,78985.0,19358,18,0.6671386609690212,0.6671386609690212,1,0.6656231741113785,124174.0
17613,71,7,468,100,D,1986,124174.0,186553.0,124174.0,62379.0,19358,19,0.6656231741113785,0.6656231741113785,1,0.6841728240047649,170006.0
17615,71,7,468,100,D,1988,170006.0,248484.0,170006.0,78478.0,19358,20,0.6841728240047649,0.6841728240047649,1,0.7175701315797606,116105.0
17626,71,8,469,100,D,1954,101803.0,155672.0,101803.0,53869.0,19358,4,0.653958322627062,0.653958322627062,1,0.6559831110258133,136720.0
17628,71,8,469,100,D,1956,136720.0,208420.0,136720.0,71700.0,19358,5,0.6559831110258133,0.6559831110258133,1,0.7025007427309248,108771.0
17634,71,8,469,100,D,1964,108771.0,154834.0,108771.0,46063.0,19358,9,0.7025007427309248,0.7025007427309248,1,0.6543939286474219,92263.0
17636,71,8,469,100,D,1966,92263.0,140990.0,92263.0,48727.0,19358,10,0.6543939286474219,0.6543939286474219,1,0.6401759799578381,104768.0
17638,71,8,469,100,D,1968,104768.0,163655.0,104768.0,58887.0,19358,11,0.6401759799578381,0.6401759799578381,1,0.5887552887682977,95041.0
17644,71,8,469,100,D,1974,95041.0,167812.0,95041.0,66386.0,7802,2,0.5887552887682977,0.5887552887682977,1,0.6414878667757293,122342.0
17646,71,8,469,100,D,1976,122342.0,197012.0,122342.0,68374.0,7802,3,0.6414878667757293,0.6414878667757293,1,0.5736305616889992,94824.0
17648,71,8,469,100,D,1978,94824.0,165305.0,94824.0,70481.0,7802,4,0.5736305616889992,0.5736305616889992,1,0.6032697524903542,144316.0
17654,71,8,469,100,D,1984,144316.0,239223.0,144316.0,94907.0,7802,7,0.6032697524903542,0.6032697524903542,1,0.6131192106322997,121790.0
17656,71,8,469,100,D,1986,121790.0,202935.0,121790.0,76850.0,7802,8,0.6131192106322997,0.6131192106322997,1,0.6807909840168174,163221.0
17658,71,8,469,100,D,1988,163221.0,245196.0,163221.0,76531.0,7802,9,0.6807909840168174,0.6807909840168174,1,0.8184694059582566,137642.0
17663,71,8,469,100,D,1994,137642.0,168170.0,137642.0,30528.0,21841,3,0.8184694059582566,0.8184694059582566,1,0.8719165982433879,175216.0
17669,71,9,470,100,D,1946,43244.0,93415.0,50171.0,43244.0,22120,0,0.46292351335438636,0.5370764866456137,0,0.6976145353909093,115954.0
17680,71,9,470,100,D,1964,115954.0,166215.0,115954.0,50261.0,9030,0,0.6976145353909093,0.6976145353909093,1,0.6315000486712742,97311.0
17682,71,9,470,100,D,1966,97311.0,154095.0,97311.0,56784.0,9030,1,0.6315000486712742,0.6315000486712742,1,0.565527749252132,101329.0
17684,71,9,470,100,D,1968,101329.0,179179.0,101329.0,77847.0,9030,2,0.565527749252132,0.565527749252132,1,0.7058500118359462,92436.0
17690,71,9,470,100,D,1974,92436.0,130957.0,92436.0,38521.0,27346,1,0.7058500118359462,0.7058500118359462,1,0.7229464923449582,116398.0
17692,71,9,470,100,D,1976,116398.0,164391.0,116398.0,44607.0,27346,2,0.7229464923449582,0.7229464923449582,1,0.6818825057803691,88179.0
17694,71,9,470,100,D,1978,88179.0,134879.0,88179.0,41138.0,27346,3,0.6818825057803691,0.6818825057803691,1,0.7264701186738333,136511.0
17700,71,9,470,100,D,1984,136511.0,195308.0,136511.0,51399.0,27346,6,0.7264701186738333,0.7264701186738333,1,0.7295940283120627,152866.0
17703,71,9,470,100,D,1988,152866.0,209522.0,152866.0,56656.0,27346,8,0.7295940283120627,0.7295940283120627,1,0.9335823213679412,129233.0
17709,71,9,470,100,D,1994,129233.0,178875.0,129233.0,9194.0,7802,12,0.9335823213679412,0.9335823213679412,1,0.9653232897042409,154806.0
17717,71,10,471,100,D,1954,59843.0,154261.0,94418.0,59843.0,3427,0,0.3879334374858195,0.6120665625141806,0,0.39338846086870577,83586.0
17719,71,10,471,100,D,1956,83586.0,212477.0,128891.0,83586.0,29103,0,0.39338846086870577,0.6066115391312942,0,0.45445730645331767,98894.0
17721,71,10,471,100,D,1958,98894.0,217609.0,118715.0,98894.0,4664,0,0.45445730645331767,0.5455426935466824,0,0.3687930220214238,88240.0
17727,71,10,471,100,D,1964,88240.0,239267.0,151027.0,88240.0,5477,0,0.3687930220214238,0.6312069779785763,0,0.309023578534794,70013.0
17729,71,10,471,100,D,1966,70013.0,226562.0,156549.0,70013.0,16741,0,0.309023578534794,0.690976421465206,0,0.31466218206186536,73720.0
17731,71,10,471,100,D,1968,73720.0,238603.0,160563.0,73720.0,28035,0,0.31466218206186536,0.6853378179381346,0,0.7699403147042865,87978.0
17737,71,10,471,100,D,1974,87978.0,114266.0,87978.0,26288.0,9030,5,0.7699403147042865,0.7699403147042865,1,0.7462153518123668,111992.0
17739,71,10,471,100,D,1976,111992.0,155443.0,111992.0,38088.0,9030,6,0.7462153518123668,0.7462153518123668,1,0.6712748883698019,84488.0
17741,71,10,471,100,D,1978,84488.0,125862.0,84488.0,41374.0,9030,7,0.6712748883698019,0.6712748883698019,1,0.6455756812096393,102469.0
17747,71,10,471,100,D,1984,102469.0,164177.0,102469.0,56256.0,9030,10,0.6455756812096393,0.6455756812096393,1,0.7257939448244964,84240.0
17749,71,10,471,100,D,1986,84240.0,119564.0,84240.0,31826.0,9030,11,0.7257939448244964,0.7257939448244964,1,0.8620637503705362,142500.0
17751,71,10,471,100,D,1988,142500.0,165301.0,142500.0,22801.0,9030,12,0.8620637503705362,0.8620637503705362,1,0.39454059684709225,90523.0
17754,71,10,471,100,D,1994,90523.0,234241.0,138916.0,90523.0,25748,0,0.39454059684709225,0.6054594031529077,0,0.5075416698911773,137726.0
17760,71,11,472,100,D,1946,36996.0,78898.0,41902.0,36996.0,21407,0,0.46890922456843015,0.5310907754315699,0,0.47441020517943594,49388.0
17764,71,11,472,100,D,1954,49388.0,104104.0,54716.0,49388.0,27806,0,0.47441020517943594,0.525589794820564,0,0.5307413697230196,70630.0
17766,71,11,472,100,D,1956,70630.0,133078.0,70630.0,62448.0,18587,0,0.5307413697230196,0.5307413697230196,1,0.6934448069819945,86924.0
17768,71,11,472,100,D,1958,86924.0,125351.0,86924.0,38427.0,18587,1,0.6934448069819945,0.6934448069819945,1,0.7809010198840707,106429.0
17780,71,11,472,100,D,1974,106429.0,140356.0,106429.0,29861.0,24448,1,0.7809010198840707,0.7809010198840707,1,0.6328497586046703,107618.0
17782,71,11,472,100,D,1976,107618.0,176194.0,107618.0,62435.0,24448,2,0.6328497586046703,0.6328497586046703,1,0.6296956672067687,92882.0
17784,71,11,472,100,D,1978,92882.0,153464.0,92882.0,54621.0,24448,3,0.6296956672067687,0.6296956672067687,1,0.7122789916615194,147607.0
17790,71,11,472,100,D,1984,147607.0,211115.0,147607.0,59625.0,16372,2,0.7122789916615194,0.7122789916615194,1,0.740828636408583,112380.0
17792,71,11,472,100,D,1986,112380.0,151695.0,112380.0,39315.0,16372,3,0.740828636408583,0.740828636408583,1,0.7440342855973897,145484.0
17794,71,11,472,100,D,1988,145484.0,205016.0,145484.0,50050.0,16372,4,0.7440342855973897,0.7440342855973897,1,0.3597384845515036,55794.0
17800,71,11,472,100,D,1994,55794.0,159814.0,99302.0,55794.0,21943,0,0.3597384845515036,0.6402615154484964,0,0.3787923450838954,65536.0
17806,71,12,473,100,D,1946,49994.0,117056.0,65586.0,49994.0,29261,0,0.43254888388994633,0.5674511161100536,0,0.5379079906408336,63911.0
17809,71,12,473,100,D,1954,63911.0,118814.0,63911.0,54903.0,26488,0,0.5379079906408336,0.5379079906408336,1,0.7299628776156671,109920.0
17811,71,12,473,100,D,1956,109920.0,150583.0,109920.0,40663.0,26488,1,0.7299628776156671,0.7299628776156671,1,0.8112142805729504,112702.0
17813,71,12,473,100,D,1958,112702.0,138930.0,112702.0,26228.0,26488,2,0.8112142805729504,0.8112142805729504,1,0.38071896511589237,57243.0
17817,71,12,473,100,D,1964,57243.0,150355.0,93112.0,57243.0,3854,0,0.38071896511589237,0.6192810348841076,0,0.22728215248432326,31787.0
17819,71,12,473,100,D,1966,31787.0,139857.0,108070.0,31787.0,2655,0,0.22728215248432326,0.7727178475156767,0,0.02507172341595606,3784.0
17821,71,12,473,100,D,1968,3784.0,154711.0,143222.0,7705.0,16235,0,0.02507172341595606,0.9489488295666116,0,0.3090654672663668,46383.0
17826,71,12,473,100,D,1974,46383.0,150075.0,103692.0,46383.0,11124,0,0.3090654672663668,0.6909345327336331,0,0.32068509001448986,61526.0
17828,71,12,473,100,D,1976,61526.0,196857.0,130332.0,61526.0,12559,0,0.32068509001448986,0.6793149099855101,0,0.22760706221030808,34472.0
17830,71,12,473,100,D,1978,34472.0,160085.0,116982.0,34472.0,21166,0,0.22760706221030808,0.7723929377896919,0,0.3847225909211574,69564.0
17836,71,12,473,100,D,1986,69564.0,187043.0,111252.0,69564.0,29778,0,0.3847225909211574,0.6152774090788425,0,0.4711892271245061,121523.0
17838,71,12,473,100,D,1988,121523.0,263930.0,136384.0,121523.0,9299,0,0.4711892271245061,0.5288107728754938,0,0.7515391403000126,149049.0
17849,71,13,474,100,D,1946,44712.0,92783.0,48071.0,44712.0,12871,0,0.4818986236702844,0.5181013763297155,0,0.4753886108440029,62786.0
17854,71,13,474,100,D,1954,62786.0,132073.0,69287.0,62786.0,21244,0,0.4753886108440029,0.524611389155997,0,0.4042193657776556,70567.0
17856,71,13,474,100,D,1956,70567.0,174576.0,104009.0,70567.0,27546,0,0.4042193657776556,0.5957806342223444,0,0.429810885528657,74160.0
17858,71,13,474,100,D,1958,74160.0,172541.0,98381.0,74160.0,27546,0,0.429810885528657,0.570189114471343,0,0.42608228725473546,77763.0
17864,71,13,474,100,D,1964,77763.0,182507.0,104744.0,77763.0,28157,0,0.42608228725473546,0.5739177127452646,0,0.3251976107458613,56240.0
17866,71,13,474,100,D,1966,56240.0,172941.0,116701.0,56240.0,27656,0,0.3251976107458613,0.6748023892541387,0,0.34151045014680587,78628.0
17868,71,13,474,100,D,1968,78628.0,230236.0,151608.0,78628.0,26133,0,0.34151045014680587,0.6584895498531941,0,0.5536575605029804,78858.0
17874,71,13,474,100,D,1974,78858.0,150045.0,78858.0,63573.0,19478,0,0.5536575605029804,0.5536575605029804,1,0.6818381118933984,135291.0
17876,71,13,474,100,D,1976,135291.0,202611.0,135291.0,63130.0,19478,1,0.6818381118933984,0.6818381118933984,1,0.5925932457455251,100809.0
17878,71,13,474,100,D,1978,100809.0,175361.0,100809.0,69306.0,19478,2,0.5925932457455251,0.5925932457455251,1,0.9733030823943711,139851.0
17884,71,13,474,100,D,1984,139851.0,214353.0,139851.0,3836.0,19478,4,0.9733030823943711,0.9733030823943711,1,0.6972871479443186,107696.0
17885,71,13,474,100,D,1986,107696.0,154450.0,107696.0,46754.0,19478,5,0.6972871479443186,0.6972871479443186,1,0.6924146023593458,143980.0
17887,71,13,474,100,D,1988,143980.0,214522.0,143980.0,63959.0,19478,6,0.6924146023593458,0.6924146023593458,1,0.6812084059370604,97344.0
17893,71,13,474,100,D,1994,97344.0,150642.0,97344.0,45555.0,27346,11,0.6812084059370604,0.6812084059370604,1,0.681840124439041,114408.0
17899,71,14,475,100,D,1946,53536.0,98450.0,53536.0,44914.0,8495,0,0.5437887252412392,0.5437887252412392,1,0.6675584237510432,89581.0
17901,71,14,475,100,D,1948,89581.0,137096.0,89581.0,44611.0,8495,1,0.6675584237510432,0.6675584237510432,1,0.651233284833368,75194.0
17906,71,14,475,100,D,1954,75194.0,115464.0,75194.0,40270.0,12035,1,0.651233284833368,0.651233284833368,1,0.6298659731946389,94461.0
17908,71,14,475,100,D,1956,94461.0,149970.0,94461.0,55509.0,12013,0,0.6298659731946389,0.6298659731946389,1,0.35115994710663323,63469.0
